user_id,monthly_avg_revenue,transaction_volume_90d,avg_transaction_amount,transaction_count_90d,account_age_days,successful_transactions,failed_transactions,avg_daily_balance,fraud_incidents,disputed_transactions,chargebacks,defaulted,merchant_type
MERCHANT_1458,55815.275180031684,167445.82554009504,110.74459361117398,1512,1045,1369,142,5794.765138543955,2,1,0,0,small_grocery
MERCHANT_1459,142551.5258494643,427654.5775483929,90.85501966186379,4707,294,4303,403,28415.256971206585,15,7,2,0,retail_store
MERCHANT_1460,699154.6901427632,2097464.0704282895,138.090991535209,15189,630,14732,456,110618.47432658542,16,8,2,0,large_grocery
MERCHANT_1461,252050.65364270087,756151.9609281026,162.92867074512014,4641,75,4293,347,71983.35700873539,5,2,0,0,retail_store
MERCHANT_1462,45381.19768602756,136143.59305808268,93.56947976500528,1455,1997,1316,138,5334.426355953557,4,2,0,0,small_grocery
MERCHANT_1463,238193.20660758368,714579.619822751,155.07370221847896,4608,299,4256,351,45700.723402553056,8,4,1,1,retail_store
MERCHANT_1464,22287.39888620867,66862.19665862601,68.36625425217383,978,3650,882,95,6452.060097658178,3,1,0,0,small_merchant
MERCHANT_1465,38976.36371428929,116929.09114286787,77.4878006248296,1509,2805,1363,145,10921.451898590665,2,1,0,0,small_grocery
MERCHANT_1466,11405.742971388952,34217.22891416686,34.66791176713967,987,1101,889,97,2740.4543105605185,2,1,0,0,small_merchant
MERCHANT_1467,668210.3192234887,2004630.957670466,167.68138499962075,11955,30,11558,396,145584.4592607865,13,6,1,0,fuel_station
MERCHANT_1468,992833.6735438711,2978501.020631613,99.23375047914755,30015,572,29414,600,155027.19287258937,30,15,4,0,utility_provider
MERCHANT_1469,141468.9019914297,424406.7059742891,70.66378720850635,6006,66,5490,515,24529.49416294998,12,6,1,0,restaurant
MERCHANT_1470,169031.1965713331,507093.5897139993,111.64544027168633,4542,1646,4164,377,19950.24046557039,7,3,0,0,retail_store
MERCHANT_1471,367714.5243060901,1103143.5729182702,241.91745020137506,4560,1138,4271,288,94584.14018325713,3,1,0,0,retail_store
MERCHANT_1472,1414247.1971083237,4242741.591324971,140.86127461238283,30120,2619,29517,602,233031.1020080502,32,16,4,0,utility_provider
MERCHANT_1473,511651.2523708184,1534953.757112455,125.58940902572863,12222,684,11625,596,119499.41422695563,14,7,2,0,fuel_station
MERCHANT_1474,474148.99130305334,1422446.9739091601,94.33923424254941,15078,539,14285,792,81325.53971109787,17,8,2,0,large_grocery
MERCHANT_1475,185678.7099432344,557036.1298297031,121.75653111031764,4575,534,4202,372,35811.12646348957,5,2,0,0,retail_store
MERCHANT_1476,114626.46181113026,343879.38543339074,57.22738982083388,6009,356,5476,532,24186.240122100167,23,11,3,1,restaurant
MERCHANT_1477,110892.10656988261,332676.31970964785,56.17634578008238,5922,461,5395,526,28873.03120190183,17,8,2,0,restaurant
MERCHANT_1478,125152.27964519111,375456.83893557335,61.34915668881917,6120,736,5584,535,17800.568366686468,15,7,2,0,restaurant
MERCHANT_1479,684602.3224990049,2053806.9674970147,174.95587081497698,11739,1972,11368,370,123059.37424108725,6,3,0,0,fuel_station
MERCHANT_1480,156904.29159324607,470712.87477973825,77.82950971887206,6048,661,5538,509,19772.50053672892,18,9,2,0,restaurant
MERCHANT_1481,52598.97132725193,157796.9139817558,104.57051953728018,1509,1420,1366,142,6056.882057943482,2,1,0,0,small_grocery
MERCHANT_1482,1159127.668168823,3477383.004506469,277.3696262667679,12537,1449,12286,250,256091.72211036552,4,2,0,0,fuel_station
MERCHANT_1483,68271.16763549627,204813.5029064888,132.82328333754137,1542,534,1398,143,9409.010041109168,5,2,0,0,small_grocery
MERCHANT_1484,425119.88638855895,1275359.659165677,84.98998128519771,15006,311,14143,862,47596.36652800264,18,9,2,0,large_grocery
MERCHANT_1485,405879.5381030711,1217638.6143092134,79.77192179698724,15264,744,14357,906,113410.6926005624,15,7,2,0,large_grocery
MERCHANT_1486,549391.5119813248,1648174.5359439743,108.57539762476775,15180,430,14495,684,113648.71258999706,19,9,2,0,large_grocery
MERCHANT_1487,343539.0373319998,1030617.1119959995,222.78796195330727,4626,62,4322,303,43603.912686990814,9,4,1,0,retail_store
MERCHANT_1488,340999.84602031804,1022999.5380609541,68.26823744150511,14985,346,13997,987,37743.644848647076,13,6,1,0,large_grocery
MERCHANT_1489,862203.6029307181,2586610.8087921543,219.5019355729934,11784,3650,11548,235,106889.11427321634,11,5,1,0,fuel_station
MERCHANT_1490,35113.29757612426,105339.8927283728,79.44184971973816,1326,36,1198,127,6821.3707132298105,1,0,0,0,small_grocery
MERCHANT_1491,624280.2263621124,1872840.6790863373,121.5262266618868,15411,870,14831,579,145889.9507986206,18,9,2,0,large_grocery
MERCHANT_1492,50709.83214598427,152129.4964379528,95.85979611717254,1587,1343,1436,150,11574.824206819741,2,1,0,0,small_grocery
MERCHANT_1493,121411.90873716614,364235.72621149843,237.13263425227763,1536,763,1401,134,15648.127387533648,3,1,0,1,small_grocery
MERCHANT_1494,238630.4693043615,715891.4079130845,154.85429546032543,4623,615,4271,351,54097.00010566825,5,2,0,0,retail_store
MERCHANT_1495,213966.90116192118,641900.7034857635,142.93046169801013,4491,897,4137,353,38722.25871635744,7,3,0,0,retail_store
MERCHANT_1496,164590.60521317503,493771.81563952507,110.68635185822127,4461,409,4088,372,31757.552666699547,8,4,1,0,retail_store
MERCHANT_1497,440339.2067909236,1321017.6203727708,107.11243171756838,12333,69,11642,690,114614.16655593047,13,6,1,0,fuel_station
MERCHANT_1498,668466.4317078337,2005399.295123501,134.47323108184142,14913,2394,14418,494,111299.57701083357,12,6,1,0,large_grocery
MERCHANT_1499,2193950.189317297,6581850.567951892,219.966932957419,29922,413,29323,598,283896.7364024302,33,16,4,0,utility_provider
MERCHANT_1500,602779.248144526,1808337.744433578,149.87052415328841,12066,799,11586,479,165577.80944257238,17,8,2,0,fuel_station
MERCHANT_1501,760319.8670563517,2280959.6011690553,189.89007668740052,12012,553,11724,287,108289.40495389146,16,8,2,0,fuel_station
MERCHANT_1502,73382.51259379825,220147.53778139476,147.0591434745456,1497,41,1358,138,11653.581395165613,3,1,0,0,small_grocery
MERCHANT_1503,366851.62236745306,1100554.8671023592,72.03055612948225,15279,2228,14311,967,88527.90412817356,24,12,3,0,large_grocery
MERCHANT_1504,629691.4896899397,1889074.469069819,123.17908640257035,15336,1148,14768,567,149054.31245420102,10,5,1,0,large_grocery
MERCHANT_1505,390053.0427424267,1170159.12822728,76.28653290483604,15339,117,14403,935,101444.99701681474,20,10,3,0,large_grocery
MERCHANT_1506,224153.4626707805,672460.3880123415,149.63515532094826,4494,2918,4145,348,30658.215137118616,6,3,0,0,retail_store
MERCHANT_1507,1433963.678678214,4301891.036034642,355.02938318351426,12117,974,11874,242,244427.68221606215,12,6,1,0,fuel_station
MERCHANT_1508,103815.01270273152,311445.03810819454,65.12861524638113,4782,466,4353,428,12995.215280534198,4,2,0,0,retail_store
MERCHANT_1509,173932.02976108427,521796.08928325283,88.87686753249068,5871,689,5386,484,36214.01038555669,10,5,1,1,restaurant
MERCHANT_1510,80829.20065903659,242487.6019771098,40.43481773838749,5997,82,5445,551,12812.569492152443,10,5,1,0,restaurant
MERCHANT_1511,165628.1636337784,496884.4909013352,108.67989739749238,4572,599,4190,381,39384.24537979949,12,6,1,1,retail_store
MERCHANT_1512,33386.147497776714,100158.44249333013,118.81191280347585,843,55,761,81,3340.9141738427516,0,0,0,0,small_merchant
MERCHANT_1513,41429.88430705407,124289.6529211622,85.7761579856192,1449,574,1310,138,4637.520374961098,1,0,0,1,small_grocery
MERCHANT_1514,68284.50916987214,204853.5275096164,145.2861897231322,1410,587,1278,131,12735.884478454363,5,2,0,0,small_grocery
MERCHANT_1515,43910.07775959425,131730.23327878275,93.02982576185222,1416,1514,1280,135,12805.795935339103,1,0,0,0,small_grocery
MERCHANT_1516,188832.31978888283,566496.9593666485,125.97219465569235,4497,942,4132,364,52527.53879132411,14,7,2,0,retail_store
MERCHANT_1517,2432764.82494814,7298294.47484442,243.13060413233458,30018,209,29417,600,726914.5223248303,25,12,3,0,utility_provider
MERCHANT_1518,89968.18231415682,269904.5469424705,192.6513539917705,1401,1600,1273,127,16497.109764339555,3,1,0,0,small_grocery
MERCHANT_1519,40214.06490380294,120642.19471140881,135.40089193199643,891,621,805,85,4395.9481162771945,1,0,0,1,small_merchant
MERCHANT_1520,41644.82528327821,124934.47584983462,89.36657786111203,1398,680,1264,133,6712.780544079593,8,4,1,0,small_grocery
MERCHANT_1521,50081.2590194724,150243.7770584172,154.57178709713705,972,135,879,92,11776.816919053892,0,0,0,0,small_merchant
MERCHANT_1522,441906.7040977697,1325720.112293309,88.02922392385851,15060,1423,14219,840,56136.62914730026,15,7,2,0,large_grocery
MERCHANT_1523,72913.34545100933,218740.03635302797,148.49968523627155,1473,1951,1336,136,11665.729564224908,2,1,0,0,small_grocery
MERCHANT_1524,284957.36013657675,854872.0804097303,72.43450943990258,11802,1088,10958,843,31696.72840919758,12,6,1,0,fuel_station
MERCHANT_1525,540541.9619509894,1621625.8858529683,106.59474698303873,15213,2063,14514,698,105402.11915380057,17,8,2,0,large_grocery
MERCHANT_1526,598023.1174191063,1794069.3522573188,120.88601524542274,14841,262,14244,596,84790.1907356164,15,7,2,0,large_grocery
MERCHANT_1527,640952.9656622704,1922858.8969868114,125.60316787424465,15309,1441,14759,549,75792.43525657628,16,8,2,0,large_grocery
MERCHANT_1528,157066.7350453047,471200.2051359141,77.7943214686997,6057,489,5546,510,28624.338423415476,5,2,0,0,restaurant
MERCHANT_1529,1099375.8236396355,3298127.4709189064,284.8861942574852,11577,130,11345,231,187163.32600736365,6,3,0,0,fuel_station
MERCHANT_1530,892036.1952577429,2676108.5857732287,178.40723905154857,15000,806,14700,300,185100.67491545613,16,8,2,0,large_grocery
MERCHANT_1531,206564.4547364935,619693.3642094805,141.67658075205316,4374,841,4026,347,51601.39775593299,2,1,0,0,retail_store
MERCHANT_1532,170163.83530622913,510491.5059186874,115.52195200694442,4419,246,4052,366,20847.409115804945,7,3,0,0,retail_store
MERCHANT_1533,444711.1294009155,1334133.3882027466,88.55259446453913,15066,30,14229,836,114835.58388414329,18,9,2,0,large_grocery
MERCHANT_1534,975539.4289147055,2926618.286744117,247.03454771200444,11847,162,11610,236,102683.32528219302,16,8,2,0,fuel_station
MERCHANT_1535,62046.490919481745,186139.47275844525,114.05604948434144,1632,372,1478,153,11703.232725870916,5,2,0,1,small_grocery
MERCHANT_1536,42163.480262769786,126490.44078830935,85.17874800559552,1485,133,1342,142,9169.969087650194,4,2,0,1,small_grocery
MERCHANT_1537,220429.38584256332,661288.1575276899,150.8756918840269,4383,157,4041,341,64233.064538727056,4,2,0,0,retail_store
MERCHANT_1538,28676.822449435225,86030.46734830568,55.14773547968313,1560,362,1408,151,6159.3399931802,5,2,0,1,small_grocery
MERCHANT_1539,1088485.6302982862,3265456.8908948586,274.38508452187705,11901,2383,11662,238,143407.806169299,13,6,1,0,fuel_station
MERCHANT_1540,167821.002353975,503463.007061925,107.43982224966389,4686,1054,4296,389,34152.97714197763,6,3,0,0,retail_store
MERCHANT_1541,104319.74718182029,312959.2415454609,214.64968555930102,1458,281,1327,130,18689.590980108318,2,1,0,0,small_grocery
MERCHANT_1542,87294.86548234355,261884.59644703066,57.35536496868827,4566,2210,4149,416,17098.542506609494,9,4,1,0,retail_store
MERCHANT_1543,429535.043473424,1288605.130420272,86.77475625725737,14850,757,14002,847,59885.51929935702,18,9,2,0,large_grocery
MERCHANT_1544,57764.66725281713,173294.0017584514,181.64989702143754,954,443,864,89,11562.48821534635,0,0,0,0,small_merchant
MERCHANT_1545,588359.3237636191,1765077.971290857,148.8763471061789,11856,461,11367,488,76491.39122752853,13,6,1,1,fuel_station
MERCHANT_1546,151287.5370554603,453862.6111663809,75.60596554495767,6003,386,5493,509,37641.6427337218,13,6,1,0,restaurant
MERCHANT_1547,170068.54752365552,510205.64257096656,116.80532110141176,4368,193,4005,362,37207.80976072027,9,4,1,0,retail_store
MERCHANT_1548,26558.720737144788,79676.16221143436,50.97643135728366,1563,356,1410,152,3072.99107993824,3,1,0,0,small_grocery
MERCHANT_1549,131976.8857257582,395930.65717727464,87.5178287306089,4524,547,4131,392,36679.397967344645,7,3,0,0,retail_store
MERCHANT_1550,26315.65920809305,78946.97762427916,84.61626755013842,933,548,842,90,5875.653044386159,1,0,0,0,small_merchant
MERCHANT_1551,223031.1388256764,669093.4164770292,151.10510760547183,4428,1047,4083,344,36403.457181765865,7,3,0,0,retail_store
MERCHANT_1552,58177.300948982986,174531.90284694894,29.59170953661393,5898,324,5342,555,6348.800417565109,13,6,1,0,restaurant
MERCHANT_1553,1914654.4353909579,5743963.306172874,189.88936183585815,30249,920,29644,604,433564.5729854412,27,13,3,0,utility_provider
MERCHANT_1554,30422.085662954236,91266.2569888627,62.985684602389725,1449,629,1308,140,5314.374890442448,2,1,0,0,small_grocery
MERCHANT_1555,71374.71509724745,214124.14529174234,148.08032177852166,1446,2384,1311,134,20093.668240285886,3,1,0,0,small_grocery
MERCHANT_1556,126801.62882115878,380404.88646347634,84.365687838429,4509,355,4115,393,13564.676081697724,10,5,1,0,retail_store
MERCHANT_1557,902349.5474077819,2707048.642223346,227.75102155673446,11886,1689,11648,237,97291.76770750126,7,3,0,1,fuel_station
MERCHANT_1558,103668.8549132867,311006.5647398601,50.768293297397996,6126,1254,5576,549,30049.439500056993,16,8,2,0,restaurant
MERCHANT_1559,47543.824423372826,142631.47327011847,159.54303497776115,894,741,808,85,13929.141935151965,2,1,0,0,small_merchant
MERCHANT_1560,384203.93181561184,1152611.7954468355,78.34501056598937,14712,775,13806,905,40552.12770223481,8,4,1,0,large_grocery
MERCHANT_1561,68702.28186437827,206106.8455931348,140.49546393533387,1467,64,1330,136,16708.85161267816,3,1,0,1,small_grocery
MERCHANT_1562,144439.48938575172,433318.46815725515,71.6821287274202,6045,2190,5527,517,20842.46961296521,9,4,1,0,restaurant
MERCHANT_1563,893024.5591572529,2679073.677471759,176.80153616259213,15153,82,14849,303,214574.6490974665,19,9,2,0,large_grocery
MERCHANT_1564,348780.7195439867,1046342.1586319602,169.3932586420528,6177,604,5774,402,95477.52193636497,6,3,0,0,restaurant
MERCHANT_1565,902124.5749431236,2706373.724829371,226.43689130098485,11952,292,11712,239,108404.9684962157,9,4,1,0,fuel_station
MERCHANT_1566,149268.43773706764,447805.3132112029,95.93087258166301,4668,410,4270,397,22054.901776536284,9,4,1,0,retail_store
MERCHANT_1567,52391.49165927626,157174.4749778288,101.33750804502178,1551,687,1404,146,5491.442157788101,3,1,0,0,small_grocery
MERCHANT_1568,112265.55555479301,336796.66666437907,75.8038862625206,4443,1748,4048,394,12210.671945219474,11,5,1,0,retail_store
MERCHANT_1569,1470517.7257476738,4411553.177243021,366.6212230734664,12033,446,11792,240,155762.48967635105,14,7,2,0,fuel_station
MERCHANT_1570,220625.915454141,661877.7463624231,144.38868812443783,4584,3212,4226,357,57392.8471203254,1,0,0,0,retail_store
MERCHANT_1571,37550.75620874598,112652.26862623794,70.18832936214201,1605,655,1450,154,5995.29875019619,0,0,0,0,small_grocery
MERCHANT_1572,143120.97797500258,429362.9339250077,95.86133822840092,4479,127,4095,383,28429.87851350065,11,5,1,0,retail_store
MERCHANT_1573,1791683.4382402718,5375050.314720815,178.79287877859213,30063,153,29461,601,461481.84762390255,31,15,4,0,utility_provider
MERCHANT_1574,51119.14370188313,153357.4311056494,109.46283447940712,1401,919,1268,132,10172.133613836531,3,1,0,0,small_grocery
MERCHANT_1575,87492.51692172364,262477.55076517095,188.5614588830251,1392,37,1264,127,16259.540446556288,4,2,0,1,small_grocery
MERCHANT_1576,50959.80933078312,152879.42799234937,96.88176678856107,1578,477,1428,149,5213.934612288033,0,0,0,0,small_grocery
MERCHANT_1577,190122.0089419817,570366.0268259451,121.01973834626462,4713,117,4331,381,40611.56317033657,12,6,1,0,retail_store
MERCHANT_1578,303841.4996565463,911524.4989696388,205.71530105385665,4431,414,4122,308,37964.57475224384,7,3,0,0,retail_store
MERCHANT_1579,905267.9187100023,2715803.756130007,220.85091942181077,12297,1011,12051,245,228969.09616823163,15,7,2,0,fuel_station
MERCHANT_1580,52566.737793977634,157700.2133819329,106.41040039266727,1482,448,1341,140,7966.360048877916,3,1,0,0,small_grocery
MERCHANT_1581,478031.46848319925,1434094.4054495976,95.7211590875449,14982,130,14199,782,112259.70645266939,13,6,1,0,large_grocery
MERCHANT_1582,89251.97837900186,267755.9351370056,62.37035526135699,4293,211,3902,390,20460.543504582303,5,2,0,0,retail_store
MERCHANT_1583,889321.1069269273,2667963.320780782,218.990669029039,12183,334,11939,243,198616.63665520388,11,5,1,1,fuel_station
MERCHANT_1584,38013.508158526434,114040.5244755793,128.85934968992012,885,52,799,85,5830.90727914266,2,1,0,0,small_merchant
MERCHANT_1585,77021.80659337537,231065.4197801261,145.87463369957456,1584,640,1437,146,11816.528091474403,5,2,0,0,small_grocery
MERCHANT_1586,486717.8664746592,1460153.5994239775,338.4686136819605,4314,682,4092,221,132683.96712124455,9,4,1,0,retail_store
MERCHANT_1587,1084592.0702005776,3253776.210601733,275.41698075179727,11814,46,11577,236,111237.3533023342,10,5,1,0,fuel_station
MERCHANT_1588,985622.4016053317,2956867.204815995,247.45729390040967,11949,375,11710,238,134344.794946656,15,7,2,0,fuel_station
MERCHANT_1589,221965.2556640224,665895.7669920672,146.31856009493896,4551,390,4196,354,49283.87431303311,2,1,0,0,retail_store
MERCHANT_1590,251862.40267452956,755587.2080235886,167.4617039059372,4512,296,4174,337,66342.8868134944,9,4,1,0,retail_store
MERCHANT_1591,35038.89654327676,105116.68962983027,126.03919619883726,834,595,753,80,6015.095895354912,1,0,0,1,small_merchant
MERCHANT_1592,54380.71884904723,163142.1565471417,100.51888881524442,1623,309,1469,153,12545.016886197314,4,2,0,1,small_grocery
MERCHANT_1593,21994.531772030423,65983.59531609126,46.69751968583954,1413,393,1274,138,4650.332091868642,7,3,0,0,small_grocery
MERCHANT_1594,115016.09146712875,345048.27440138627,76.01856673306592,4539,1165,4137,401,12986.239258793641,13,6,1,0,retail_store
MERCHANT_1595,137268.3759216617,411805.1277649851,88.96200643011127,4629,129,4229,399,30796.165544495674,10,5,1,0,retail_store
MERCHANT_1596,516456.7275492991,1549370.1826478972,103.0646033824185,15033,704,14306,726,135714.85752110265,18,9,2,0,large_grocery
MERCHANT_1597,30611.47006811709,91834.41020435127,63.77389597524394,1440,514,1300,139,9137.2074170114,5,2,0,0,small_grocery
MERCHANT_1598,57124.73149311877,171374.19447935632,115.17082962322333,1488,265,1347,140,6051.109387645118,0,0,0,0,small_grocery
MERCHANT_1599,1948385.3486815568,5845156.04604467,193.36893099261184,30228,949,29623,604,452048.06941614184,28,14,4,0,utility_provider
MERCHANT_1600,68262.09765500808,204786.29296502424,137.07248525102025,1494,584,1354,139,12485.81418146604,2,1,0,0,small_grocery
MERCHANT_1601,522620.8194138879,1567862.4582416639,105.85797435970993,14811,473,14103,707,53285.15282458258,20,10,3,0,large_grocery
MERCHANT_1602,54093.39658807156,162280.18976421468,109.94592802453569,1476,804,1336,139,12055.91369405644,2,1,0,1,small_grocery
MERCHANT_1603,678754.8891823207,2036264.667546962,136.1321478504454,14958,1183,14477,480,84495.11441103632,12,6,1,1,large_grocery
MERCHANT_1604,99732.21082111397,299196.6324633419,200.26548357653408,1494,2627,1359,134,17524.282864701006,0,0,0,0,small_grocery
MERCHANT_1605,464677.06886314845,1394031.2065894455,113.69637114341778,12261,724,11604,656,70757.96577327368,11,5,1,0,fuel_station
MERCHANT_1606,35025.989826141726,105077.96947842518,68.14394907809674,1542,1514,1393,148,6032.620113318623,0,0,0,0,small_grocery
MERCHANT_1607,167686.89319185368,503060.6795755611,80.9690454813393,6213,30,5695,517,33292.407589434966,17,8,2,0,restaurant
MERCHANT_1608,41553.7831241202,124661.3493723606,78.40336438513245,1590,551,1437,152,7140.681314249199,2,1,0,0,small_grocery
MERCHANT_1609,680059.2723899187,2040177.8171697562,172.73540065784067,11811,176,11433,377,143184.01398696,14,7,2,0,fuel_station
MERCHANT_1610,2293403.2747383234,6880209.824214971,231.11995109728142,29769,72,29173,595,338804.323692895,26,13,3,0,utility_provider
MERCHANT_1611,197381.45416137332,592144.36248412,132.204590864952,4479,554,4119,359,44819.871330848175,8,4,1,0,retail_store
MERCHANT_1612,626760.1176170725,1880280.3528512176,154.3744132061755,12180,1002,11725,454,169696.9319381869,11,5,1,0,fuel_station
MERCHANT_1613,489770.4626535639,1469311.3879606917,97.02267485213231,15144,387,14371,772,70925.33051197267,20,10,3,1,large_grocery
MERCHANT_1614,521112.40831362543,1563337.2249408762,103.23145965008428,15144,809,14418,725,105043.46464779103,16,8,2,0,large_grocery
MERCHANT_1615,216451.14291988144,649353.4287596443,148.1527330047101,4383,491,4039,343,49727.04334524315,4,2,0,0,retail_store
MERCHANT_1616,32377.20305343495,97131.60916030486,105.8078531158005,918,419,829,88,6893.923285257931,1,0,0,0,small_merchant
MERCHANT_1617,141626.5098530167,424879.5295590501,93.2980960823562,4554,250,4163,390,24519.781964080346,10,5,1,0,retail_store
MERCHANT_1618,98152.37354273848,294457.12062821543,62.16109787380525,4737,352,4309,427,22421.922480117406,6,3,0,0,retail_store
MERCHANT_1619,240413.43796947924,721240.3139084377,147.58344872282336,4887,314,4515,371,25399.49730585978,2,1,0,0,retail_store
MERCHANT_1620,603383.4288684569,1810150.2866053707,149.6115618320002,12099,758,11619,479,104977.40101120943,15,7,2,1,fuel_station
MERCHANT_1621,40519.50665031104,121558.51995093313,81.03901330062209,1500,90,1356,143,8368.187499667709,1,0,0,0,small_grocery
MERCHANT_1622,140867.889747325,422603.66924197506,94.79669565768843,4458,70,4074,383,14667.53541197944,12,6,1,0,retail_store
MERCHANT_1623,57150.8070263119,171452.4210789357,202.66243626351738,846,787,766,79,11517.58876311529,1,0,0,0,small_merchant
MERCHANT_1624,69732.21578177116,209196.64734531345,134.6181771848864,1554,576,1409,144,16097.74422503614,1,0,0,0,small_grocery
MERCHANT_1625,171362.1801350962,514086.5404052886,115.39540749838127,4455,410,4085,369,43156.115264600514,9,4,1,0,retail_store
MERCHANT_1626,48743.00940610461,146229.02821831382,101.33681789210938,1443,120,1305,137,5979.539723920128,2,1,0,0,small_grocery
MERCHANT_1627,1305381.5885065366,3916144.7655196097,332.1581650143859,11790,386,11554,235,389151.18883163354,15,7,2,1,fuel_station
MERCHANT_1628,52633.02268157147,157899.0680447144,105.90145408766895,1491,1138,1349,141,11644.189942798372,9,4,1,1,small_grocery
MERCHANT_1629,488099.28937450575,1464297.8681235174,119.48575015287778,12255,1608,11627,627,84264.85535331255,18,9,2,0,fuel_station
MERCHANT_1630,130726.0649486301,392178.1948458903,65.65849570498749,5973,885,5453,519,19585.192228852615,7,3,0,0,restaurant
MERCHANT_1631,495757.1725353385,1487271.5176060155,98.93378019064828,15033,45,14274,758,106379.26291404154,20,10,3,0,large_grocery
MERCHANT_1632,236851.88011967298,710555.6403590189,162.22731515046095,4380,810,4045,334,65452.200282930506,4,2,0,0,retail_store
MERCHANT_1633,98470.74685088472,295412.24055265414,49.757830647238364,5937,201,5401,535,20099.167353641842,13,6,1,0,restaurant
MERCHANT_1634,28654.645037539623,85963.93511261887,92.13712230720137,933,276,842,90,6656.313894876324,0,0,0,1,small_merchant
MERCHANT_1635,41479.07269209083,124437.21807627249,79.61434297906109,1563,159,1413,149,7115.290592690077,1,0,0,0,small_grocery
MERCHANT_1636,313447.68583640025,940343.0575092008,62.7397289504404,14988,1091,13958,1029,55677.85587435847,20,10,3,0,large_grocery
MERCHANT_1637,71527.85124756368,214583.55374269106,143.63022338868208,1494,763,1355,138,11246.683204037907,3,1,0,0,small_grocery
MERCHANT_1638,17196.968513200605,51590.905539601816,60.5527060323965,852,690,768,83,4146.661317918198,0,0,0,0,small_merchant
MERCHANT_1639,26503.428191982017,79510.28457594605,91.39113169648971,870,804,785,84,4554.283125084129,3,1,0,0,small_merchant
MERCHANT_1640,660787.0613757835,1982361.1841273506,158.7667134492512,12486,197,12062,423,91283.29257409176,13,6,1,0,fuel_station
MERCHANT_1641,193318.709596569,579956.1287897071,93.1656431790694,6225,429,5722,502,33614.279308075435,15,7,2,0,restaurant
MERCHANT_1642,697110.4074931771,2091331.2224795313,176.7073276281818,11835,732,11476,358,188753.40730552858,9,4,1,1,fuel_station
MERCHANT_1643,219702.8997559134,659108.6992677401,144.06747524977928,4575,738,4218,356,54409.51292050714,4,2,0,0,retail_store
MERCHANT_1644,40391.00747055412,121173.02241166236,77.22945979073445,1569,1145,1418,150,6742.396916791482,7,3,0,0,small_grocery
MERCHANT_1645,243022.58861937557,729067.7658581267,124.49927695664732,5856,247,5412,443,68377.2712655119,4,2,0,0,restaurant
MERCHANT_1646,27797.87490316399,83393.62470949197,53.663851164409245,1554,1073,1402,151,3195.825136250292,1,0,0,0,small_grocery
MERCHANT_1647,95539.83670716666,286619.5101215,48.2280851626283,5943,423,5405,537,10504.677492161049,16,8,2,0,restaurant
MERCHANT_1648,102888.5582856177,308665.6748568531,50.48506294681928,6114,809,5565,548,12911.904034163705,15,7,2,0,restaurant
MERCHANT_1649,111424.45859165053,334273.3757749516,73.49898323987502,4548,444,4143,404,13737.627483558592,15,7,2,0,retail_store
MERCHANT_1650,61983.92663231725,185951.77989695175,116.51114028631062,1596,2166,1446,149,7287.255810736676,7,3,0,1,small_grocery
MERCHANT_1651,780553.9912164062,2341661.9736492187,158.23109491514418,14799,144,14474,324,181298.12219294385,11,5,1,0,large_grocery
MERCHANT_1652,417878.44326049916,1253635.3297814974,80.82755188791086,15510,820,14607,902,92003.65997711838,18,9,2,1,large_grocery
MERCHANT_1653,498799.94024772226,1496399.8207431668,98.94860945203774,15123,627,14365,757,114485.11202122322,19,9,2,0,large_grocery
MERCHANT_1654,51386.24428828336,154158.73286485008,106.8321087074498,1443,138,1306,136,12213.13367261469,2,1,0,0,small_grocery
MERCHANT_1655,48384.39121426232,145153.17364278698,165.13444100430826,879,49,795,83,12162.672330662079,3,1,0,1,small_merchant
MERCHANT_1656,247643.43100595995,742930.2930178798,164.21978183419094,4524,1171,4183,340,35025.54413019752,3,1,0,0,retail_store
MERCHANT_1657,500992.7448238762,1502978.2344716284,99.5811458604405,15093,125,14339,753,112453.18352419636,12,6,1,0,large_grocery
MERCHANT_1658,487832.03580673516,1463496.1074202056,95.82243877563056,15273,150,14490,782,105376.46725087959,22,11,3,0,large_grocery
MERCHANT_1659,1158607.029366317,3475821.0880989507,295.7893871244108,11751,2800,11515,235,334526.93078221264,10,5,1,0,fuel_station
MERCHANT_1660,291370.4076037565,874111.2228112696,184.76246518944612,4731,922,4395,335,42678.056465508394,5,2,0,0,retail_store
MERCHANT_1661,854919.0393255402,2564757.117976621,213.72975983138505,12000,210,11760,240,95532.57486089005,10,5,1,1,fuel_station
MERCHANT_1662,49407.68594139893,148223.0578241968,171.55446507430185,864,652,781,82,11398.304427881641,2,1,0,0,small_merchant
MERCHANT_1663,946328.6955867182,2838986.0867601545,234.2977706330077,12117,557,11874,242,234722.22924065657,13,6,1,1,fuel_station
MERCHANT_1664,35431.22456957876,106293.67370873627,104.51688663592553,1017,1358,918,98,5549.918712752888,4,2,0,0,small_merchant
MERCHANT_1665,2622668.3128717626,7868004.938615288,266.1256532594381,29565,953,28973,591,561696.0495427832,29,14,4,0,utility_provider
MERCHANT_1666,23406.455278077025,70219.36583423108,51.21762642905257,1371,1300,1237,133,2619.3511788792543,2,1,0,1,small_grocery
MERCHANT_1667,35728.78881076071,107186.36643228211,117.52891056171285,912,173,824,87,10433.12675686849,0,0,0,0,small_merchant
